label,p0,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15,p16,p17,p18,p19,p20,p21,p22,p23,p24,p25,p26,p27,p28,p29,p30,p31,p32,p33,p34,p35,p36,p37,p38,p39,p40,p41,p42,p43,p44,p45,p46,p47,p48,p49,p50,p51,p52,p53,p54,p55,p56,p57,p58,p59,p60,p61,p62,p63,p64,p65,p66,p67,p68,p69,p70,p71,p72,p73,p74,p75,p76,p77,p78,p79,p80,p81,p82,p83
A,0.11334161460399628,0.8593803644180298,0.1786348819732666,0.7568889856338501,0.2903138995170593,0.7140332460403442,0.379698246717453,0.6831085085868835,0.4350416660308838,0.6225254535675049,0.29596009850502014,0.8736404180526733,0.3938587009906769,0.9031744599342346,0.38653963804244995,0.8679144978523254,0.3591363728046417,0.8385174870491028,0.27061891555786133,0.9537621140480042,0.368211954832077,0.967177152633667,0.36464279890060425,0.9291552901268005,0.33823713660240173,0.9091281294822693,0.24213089048862457,1.0082429647445679,0.33825117349624634,1.0286791324615479,0.3405514061450958,0.9980480074882507,0.316354900598526,0.9804681539535522,0.21782103180885315,1.0398838520050049,0.2979640066623688,1.0653367042541504,0.3029567301273346,1.047866940498352,0.28396326303482056,1.0390194654464722,0.7810041308403015,0.9168723821640015,0.7103538513183594,0.8183284401893616,0.6110061407089233,0.7779082655906677,0.529302716255188,0.7303537130355835,0.48487451672554016,0.6571234464645386,0.6206825375556946,0.927594780921936,0.5021553039550781,0.9653819799423218,0.5184662938117981,0.9208032488822937,0.5606703162193298,0.9025941491127014,0.6352499723434448,1.0117381811141968,0.5224420428276062,1.0350980758666992,0.5359579920768738,0.9903785586357117,0.5740025639533997,0.9808473587036133,0.6517936587333679,1.0691267251968384,0.5533555150032043,1.0919424295425415,0.5676764249801636,1.0522778034210205,0.6015920639038086,1.0428177118301392,0.6668549180030823,1.1049607992172241,0.5888351798057556,1.1248854398727417,0.5966809988021851,1.0949199199676514,0.6243369579315186,1.0828111171722412
A,0.12936945259571075,0.8714197278022766,0.1886690855026245,0.7633630037307739,0.2922760546207428,0.7145049571990967,0.3780275285243988,0.6916739344596863,0.4299464523792267,0.6421739459037781,0.30675143003463745,0.8822277784347534,0.4092882573604584,0.8943350911140442,0.392088919878006,0.8616213202476501,0.35679811239242554,0.8365899920463562,0.2899099588394165,0.9609346389770508,0.38750341534614563,0.9493393301963806,0.37907153367996216,0.9136044383049011,0.3476575016975403,0.8990737199783325,0.26762092113494873,1.0143967866897583,0.36356621980667114,1.0081263780593872,0.3600122630596161,0.9772278070449829,0.3303529918193817,0.9664118885993958,0.24948906898498535,1.044538974761963,0.33026057481765747,1.0482537746429443,0.32690510153770447,1.0262064933776855,0.30009695887565613,1.020741581916809,0.7748310565948486,0.910707414150238,0.7068178653717041,0.8203200101852417,0.6116470694541931,0.7801563739776611,0.53091961145401,0.7303497195243835,0.481126070022583,0.6635554432868958,0.6122053861618042,0.9266580939292908,0.49620380997657776,0.9552193284034729,0.5184122920036316,0.9162478446960449,0.5638590455055237,0.9057008028030396,0.624424159526825,1.0133650302886963,0.5137897729873657,1.029181718826294,0.5353652238845825,0.9845173954963684,0.5770880579948425,0.9812119603157043,0.6374768018722534,1.0716946125030518,0.5391188859939575,1.0872530937194824,0.5600051283836365,1.0433156490325928,0.5966131687164307,1.0375033617019653,0.6502016186714172,1.1092448234558105,0.5681126713752747,1.1226450204849243,0.5846492052078247,1.0883991718292236,0.6188459396362305,1.078097939491272
A,0.8659282922744751,0.6758816242218018,0.7601125836372375,0.5891889929771423,0.6294934749603271,0.557555615901947,0.5353507995605469,0.5165674686431885,0.4872911870479584,0.4409238398075104,0.632434070110321,0.6784752607345581,0.5191527009010315,0.747063159942627,0.5571975111961365,0.7144508361816406,0.6053008437156677,0.6818251609802246,0.6724397540092468,0.7871423363685608,0.5530787706375122,0.8353465795516968,0.5884055495262146,0.8037599325180054,0.6375358700752258,0.7795060276985168,0.7148605585098267,0.87913578748703,0.5965312719345093,0.9194365739822388,0.6271756887435913,0.8849056959152222,0.6741471886634827,0.8587045669555664,0.7567589282989502,0.9508262872695923,0.6632979512214661,0.9793703556060791,0.6839531064033508,0.9481765627861023,0.7176345586776733,0.9277534484863281,0.0612960159778595,0.6593229174613953,0.17232024669647217,0.555275559425354,0.30214670300483704,0.5242266058921814,0.40205705165863037,0.4996989369392395,0.4565330445766449,0.4302120804786682,0.2789778709411621,0.6969277262687683,0.41929036378860474,0.7073280215263367,0.37462350726127625,0.656683623790741,0.32514891028404236,0.6406383514404297,0.24991464614868164,0.8030602931976318,0.3894074261188507,0.7896506190299988,0.35624998807907104,0.7368180751800537,0.30605384707450867,0.7308428287506104,0.22189787030220032,0.8772271275520325,0.3506804406642914,0.8583997488021851,0.32598334550857544,0.8123922348022461,0.2777014970779419,0.8079073429107666,0.20045800507068634,0.9254690408706665,0.3031180202960968,0.9102447628974915,0.2861756384372711,0.8690073490142822,0.24578696489334106,0.8664559125900269
A,0.8609534502029419,0.5390851497650146,0.7691407799720764,0.44801419973373413,0.6315222978591919,0.4185139536857605,0.5339431762695312,0.39085763692855835,0.46754199266433716,0.33651626110076904,0.6938209533691406,0.5007990598678589,0.5549821257591248,0.6296924948692322,0.5887837409973145,0.5815708637237549,0.6375982761383057,0.5339270830154419,0.7453729510307312,0.6031432151794434,0.59787517786026,0.7204873561859131,0.6315497159957886,0.6616764068603516,0.6875187158584595,0.6223422884941101,0.7943226099014282,0.6877076625823975,0.6569532752037048,0.7934093475341797,0.6870288252830505,0.7370448112487793,0.7361485958099365,0.6924790143966675,0.8360028266906738,0.753936767578125,0.732296347618103,0.8359058499336243,0.7486334443092346,0.79460608959198,0.7879785895347595,0.761658787727356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A,0.8599456548690796,0.5107336044311523,0.762879490852356,0.4271080493927002,0.6291499733924866,0.41114193201065063,0.534423828125,0.38864976167678833,0.4695228338241577,0.33072301745414734,0.6891103386878967,0.49463900923728943,0.5547521710395813,0.6287130117416382,0.5867570638656616,0.5776277780532837,0.635374903678894,0.5283243656158447,0.7445224523544312,0.5940729975700378,0.59639972448349,0.7164451479911804,0.626446008682251,0.6542872786521912,0.6824200749397278,0.6109139919281006,0.7940703630447388,0.6746953129768372,0.6583969593048096,0.7850010395050049,0.6829397678375244,0.7235269546508789,0.7299098372459412,0.6758095026016235,0.8351970314979553,0.7371435761451721,0.7291793823242188,0.8238248825073242,0.7422623038291931,0.780083179473877,0.7805800437927246,0.745405912399292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A,0.8719986081123352,0.506028950214386,0.7736362218856812,0.41660937666893005,0.6329140663146973,0.39372992515563965,0.5342133045196533,0.36520466208457947,0.47330427169799805,0.2989158630371094,0.6842061281204224,0.48685309290885925,0.5510788559913635,0.6162878274917603,0.5844107270240784,0.5665202736854553,0.6340367197990417,0.5174926519393921,0.7375086545944214,0.5904178023338318,0.5929231643676758,0.7069025039672852,0.6256452798843384,0.646453320980072,0.6813421845436096,0.6035866141319275,0.7875434160232544,0.6718754768371582,0.6560834646224976,0.7757468819618225,0.6827020645141602,0.7164024114608765,0.7289825081825256,0.6698786616325378,0.8302472829818726,0.7336624264717102,0.7270718216896057,0.8132677674293518,0.7412088513374329,0.7694673538208008,0.7780600190162659,0.7345355749130249,0.06277121603488922,0.47091320157051086,0.1632145792245865,0.41533756256103516,0.27966153621673584,0.41036659479141235,0.36381644010543823,0.37806805968284607,0.41909337043762207,0.3183785080909729,0.22916200757026672,0.5535542368888855,0.3532768785953522,0.6786141395568848,0.32876989245414734,0.6216623783111572,0.2920456826686859,0.571918249130249,0.17252957820892334,0.6408587694168091,0.3063552975654602,0.746293306350708,0.2909553050994873,0.6840717196464539,0.2511434555053711,0.6378231048583984,0.12883998453617096,0.6976972818374634,0.25212258100509644,0.7898117303848267,0.24290892481803894,0.7360977530479431,0.20492371916770935,0.6958671808242798,0.1002378761768341,0.7342137694358826,0.19903966784477234,0.7988620400428772,0.19582156836986542,0.7552038431167603,0.16070234775543213,0.7230977416038513
A,0.8740144371986389,0.5037043690681458,0.7764286994934082,0.4119112491607666,0.6347637176513672,0.39153966307640076,0.5388764142990112,0.3578617572784424,0.47739410400390625,0.2894958257675171,0.6907936334609985,0.48545941710472107,0.5572911500930786,0.6086359620094299,0.5865359902381897,0.5579919815063477,0.6356304287910461,0.5088670253753662,0.7437015771865845,0.586956262588501,0.5989547967910767,0.6989079117774963,0.6268334984779358,0.6360933780670166,0.6827746629714966,0.5934666395187378,0.7929441928863525,0.6660749316215515,0.6595326066017151,0.7656282186508179,0.6845867037773132,0.7029339075088501,0.732555627822876,0.6572460532188416,0.8332772254943848,0.7246608734130859,0.7269981503486633,0.8021441698074341,0.7408428192138672,0.7587291598320007,0.7787465453147888,0.726118266582489,0.07577157020568848,0.4641392230987549,0.17982015013694763,0.4076147675514221,0.2993098199367523,0.39332181215286255,0.3843928277492523,0.35328611731529236,0.44175127148628235,0.28968703746795654,0.252567857503891,0.5435213446617126,0.3697604238986969,0.6680947542190552,0.35342779755592346,0.6096572875976562,0.319271057844162,0.555945873260498,0.19497135281562805,0.6321186423301697,0.3247668743133545,0.7329192161560059,0.3170311152935028,0.6709433794021606,0.2789492607116699,0.6254202723503113,0.14933525025844574,0.6892681121826172,0.27128469944000244,0.7719618678092957,0.2665548622608185,0.717856228351593,0.22883714735507965,0.6780328154563904,0.1182209849357605,0.7263635993003845,0.2179502695798874,0.7877184152603149,0.21855607628822327,0.7416983842849731,0.18491339683532715,0.7082107663154602
A,0.8824849128723145,0.49384957551956177,0.7861656546592712,0.40929824113845825,0.6505900025367737,0.39198970794677734,0.555949866771698,0.3626876473426819,0.492057204246521,0.30387139320373535,0.7011881470680237,0.49056828022003174,0.5715180039405823,0.6108366847038269,0.6014345288276672,0.5588035583496094,0.6503006219863892,0.5112539529800415,0.7538359761238098,0.5876100659370422,0.6120874285697937,0.7001340389251709,0.6395987868309021,0.6378931999206543,0.6939196586608887,0.5950475931167603,0.8028226494789124,0.6634518504142761,0.6719601154327393,0.7675024271011353,0.6946691870689392,0.7063062191009521,0.7416241765022278,0.6590801477432251,0.844346284866333,0.7200854420661926,0.7408222556114197,0.8022825121879578,0.7512030005455017,0.7592755556106567,0.7870743870735168,0.7228906154632568,0.08400341868400574,0.47144433856010437,0.19016344845294952,0.40524452924728394,0.31535065174102783,0.39457058906555176,0.4013979434967041,0.35081198811531067,0.4548323154449463,0.2728065848350525,0.2709488868713379,0.5438057780265808,0.3845827579498291,0.6674588322639465,0.36373868584632874,0.610166072845459,0.3258330821990967,0.5519517064094543,0.20924244821071625,0.631500780582428,0.3349301815032959,0.7417037487030029,0.3252713084220886,0.6744312047958374,0.2848798930644989,0.620185136795044,0.1570936143398285,0.6884546279907227,0.27554041147232056,0.7784059047698975,0.2726120948791504,0.7199525833129883,0.2358194887638092,0.6777969002723694,0.12020744383335114,0.7208864092826843,0.21988928318023682,0.7926455736160278,0.22233575582504272,0.7452831268310547,0.18834146857261658,0.7125297784805298
A,0.09175150096416473,0.47221800684928894,0.19963692128658295,0.41331183910369873,0.3230786621570587,0.3984358012676239,0.40594005584716797,0.34949225187301636,0.46084877848625183,0.2768189609050751,0.27980202436447144,0.5678080916404724,0.3978886604309082,0.676662027835846,0.3720168173313141,0.6145641803741455,0.33235710859298706,0.5625302195549011,0.22076639533042908,0.6593188047409058,0.3493310511112213,0.7471014261245728,0.33624258637428284,0.6815728545188904,0.2959558069705963,0.6344859004020691,0.17161498963832855,0.714808464050293,0.2925272285938263,0.7818723917007446,0.2851235866546631,0.7285564541816711,0.24789568781852722,0.6916812062263489,0.13767048716545105,0.7466664910316467,0.23719032108783722,0.7974269390106201,0.23369909822940826,0.751731812953949,0.19853879511356354,0.7221441864967346,0.8841671347618103,0.48161181807518005,0.7779484987258911,0.4109184443950653,0.6448103189468384,0.4010877013206482,0.5575708746910095,0.37505316734313965,0.500691294670105,0.3196571469306946,0.696599006652832,0.5176768898963928,0.5690415501594543,0.6259713768959045,0.600922703742981,0.5701913833618164,0.6466028094291687,0.5249673128128052,0.7546370625495911,0.6106774806976318,0.6109329462051392,0.7052915692329407,0.6397854089736938,0.6457368731498718,0.6923398971557617,0.607692539691925,0.8050447702407837,0.6810587048530579,0.6733593940734863,0.775272786617279,0.6959147453308105,0.7173991799354553,0.7425234913825989,0.6753079891204834,0.8483007550239563,0.73129802942276,0.7394804954528809,0.8079783320426941,0.7497060298919678,0.7665203213691711,0.7848209142684937,0.7343569397926331
A,0.8766124248504639,0.4832857847213745,0.7657685279846191,0.417691707611084,0.6362524032592773,0.40686121582984924,0.548582136631012,0.38045501708984375,0.49463409185409546,0.32382795214653015,0.6759600639343262,0.5342618227005005,0.5575763583183289,0.6394609212875366,0.5904116034507751,0.5844449400901794,0.633598268032074,0.5389561057090759,0.7320194244384766,0.6252750158309937,0.6015964150428772,0.7138468623161316,0.6296025514602661,0.6588246822357178,0.6777353882789612,0.6208569407463074,0.7830426692962646,0.6951648592948914,0.6630460619926453,0.7816869020462036,0.6848535537719727,0.7286157608032227,0.7287070155143738,0.6865360140800476,0.8289397954940796,0.745607316493988,0.7285121083259583,0.818558394908905,0.7374885082244873,0.7795076966285706,0.770205557346344,0.7472758293151855,0.08832086622714996,0.48189079761505127,0.19966238737106323,0.42777299880981445,0.31117528676986694,0.41090449690818787,0.39820557832717896,0.3700357973575592,0.4556713104248047,0.3085828423500061,0.2826099693775177,0.5956712365150452,0.40315836668014526,0.6788330674171448,0.37550026178359985,0.6202227473258972,0.33426859974861145,0.5818846225738525,0.23112992942333221,0.6806676387786865,0.35893046855926514,0.7457575798034668,0.34217315912246704,0.6854155659675598,0.3027673661708832,0.6494093537330627,0.1863979995250702,0.7316838502883911,0.3027971386909485,0.7879898548126221,0.2925280034542084,0.7395154237747192,0.2568572759628296,0.7077023983001709,0.1536037176847458,0.7621152997016907,0.2467278689146042,0.8061406016349792,0.2438109666109085,0.7648127675056458,0.2130838930606842,0.7380556464195251
